Year,Rank,Company,Ticker,MarketCap_BillionsUSD,ticker,sector,displayName
2024,9,BERKSHIRE HATHAWAY INC.,BRK.A,977.46,BRK.B,Financials,BERKSHIRE HATHAWAY INC.
2024,10,ELI LILLY AND COMPANY,LLY,732.87,LLY,Health Care,ELI LILLY AND COMPANY
2024,11,WALMART INC.,WMT,725.82,WMT,Consumer Staples,WALMART INC.
2024,12,JPMORGAN CHASE & CO.,JPM,674.87,JPM,Financials,JPMORGAN CHASE & CO.
2024,13,VISA INC.,V,612,V,Financials,VISA INC.
2024,14,MASTERCARD INCORPORATED.,MA,483.3,MA,Financials,MASTERCARD INC.
2024,15,EXXON MOBIL CORPORATION,XOM,472.78,XOM,Energy,EXXON MOBIL CORP
2024,16,ORACLE CORPORATION,ORCL,466.08,ORCL,Information Technology,ORACLE CORP
2024,17,UNITEDHEALTH GROUP INCORPORATED,UNH,465.54,UNH,Health Care,United Health Group Inc
2024,18,COSTCO WHOLESALE CORPORATION,COST,406.73,COST,Consumer Staples,COSTCO WHOLESALE CORP
2024,19,THE PROCTER & GAMBLE COMPANY,PG,394.82,PG,Consumer Staples,THE PROCTER & GAMBLE COMPANY
2024,20,"THE HOME DEPOT, INC.",HD,386.41,HD,Consumer Discretionary,"THE HOME DEPOT, INC."
2025,1,NVIDIA CORPORATION,NVDA,4341,NVDA,Information Technology,NVIDIA CORP
2025,2,MICROSOFT CORPORATION,MSFT,3770,MSFT,Information Technology,MICROSOFT CORP
2025,3,APPLE INC.,AAPL,3380,AAPL,Information Technology,APPLE INC.
2025,4,ALPHABET INC.,GOOG,2492,GOOG,Communication Services,ALPHABET INC.
2025,5,"AMAZON.COM, INC.",AMZN,2441,AMZN,Consumer Discretionary,"AMAZON.COM, INC."
2025,6,"Meta Platforms, Inc.",META,1896,META,Communication Services,"Meta Platforms, Inc."
2025,7,BROADCOM INC.,AVGO,1383,AVGO,Information Technology,BROADCOM INC.
2025,8,"TESLA, INC.",TSLA,1097,TSLA,Consumer Discretionary,"TESLA, INC."
2025,9,BERKSHIRE HATHAWAY INC.,BRK.A,1055,BRK.B,Financials,BERKSHIRE HATHAWAY INC.
2025,10,JPMORGAN CHASE & CO.,JPM,814.59,JPM,Financials,JPMORGAN CHASE & CO.
2025,11,WALMART INC.,WMT,772.74,WMT,Consumer Staples,WALMART INC.
2025,12,VISA INC.,V,679.41,V,Financials,VISA INC.
2025,13,ORACLE CORPORATION,ORCL,663.92,ORCL,Information Technology,ORACLE CORP
2025,14,ELI LILLY AND COMPANY,LLY,637.99,LLY,Health Care,ELI LILLY AND COMPANY
2025,15,MASTERCARD INCORPORATED.,MA,541.47,MA,Financials,MASTERCARD INC.
2025,16,"NETFLIX, INC.",NFLX,511.89,NFLX,Communication Services,"NETFLIX, INC."
2025,17,EXXON MOBIL CORPORATION,XOM,474.41,XOM,Energy,EXXON MOBIL CORP
2025,18,JOHNSON & JOHNSON,JNJ,431.79,JNJ,Health Care,JOHNSON & JOHNSON
2025,19,COSTCO WHOLESALE CORPORATION,COST,425.09,COST,Consumer Staples,COSTCO WHOLESALE CORP
2025,20,"THE HOME DEPOT, INC.",HD,410.7,HD,Consumer Discretionary,"THE HOME DEPOT, INC."
